country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Latvia,105.6087706,105.6180948,105.6178245,105.6117321,105.6141422,105.6056211,105.6003815,105.6042358,105.6035218,105.6068555,105.729236,106.0185913,106.3320113,106.1255313,106.0314097,105.9602623,105.777018,105.8160513,105.7842109,105.6681758,105.5821607,105.538975,105.7923249,105.7761576,105.9034657,105.890166,105.8837723,105.752495,105.6776408,105.707325,105.6739515,105.6964752,105.5811023,105.4165021,105.282436,105.3102759,105.2616677,105.3703421,105.5009202,105.4523094,105.2773134,105.2696263,105.3177636,105.3724404,105.5892302,105.8509525,105.9191783,105.8549342,105.6679757,105.501857,105.3575674,105.2483204,105.2745835,105.3198944,105.244894,105.0632993,104.9315677,104.8936246,104.9368949,105.0650122,105.3085257,105.4097849,105.5282525,105.5882435,105.8219464,105.9780841
Lebanon,107.2823513,107.4640704,107.6686308,107.9134203,108.1733925,108.4554914,108.7798871,108.8590155,108.637815,108.2332244,107.9315754,107.8158888,107.7511246,107.414294,107.017778,106.5131098,106.167201,106.0575452,106.0024392,105.9477344,105.9169011,105.9847147,106.0506507,106.0219703,105.9608115,105.8989763,105.8188835,105.7605511,105.7137305,105.6445539,105.5798031,105.5193818,105.4557655,105.3839952,105.3382611,105.2878504,105.2309734,105.1882472,105.1086768,105.0418278,104.9476751,104.8628969,104.7788117,104.6757284,104.5663792,104.4541598,104.2862002,104.1078679,103.9137311,103.6937734,103.7752907,103.8075662,103.7560619,103.7073618,103.6066221,103.3988221,103.2587149,103.0928931,102.9370999,103.442605,103.8305856,104.2882596,104.5279356,104.8762712,105.019991,105.0719507
Lesotho,102.7779176,102.7766656,102.7598108,102.7578419,102.7472233,102.755105,102.7608463,102.7458373,102.7318128,102.7404901,102.7252985,102.7044072,102.6721032,102.6770555,102.6568722,102.634543,102.6152835,102.631147,102.6350255,102.6511525,102.6471529,102.6808086,102.682915,102.7224111,102.7299637,102.7522207,102.7756471,102.794937,102.7924652,102.797665,102.798694,102.8002468,102.8075397,102.803157,102.7992575,102.8122497,102.8217985,102.8443562,102.878216,102.9035108,102.9206858,102.9232188,102.9178405,102.9172316,102.9017231,102.9192249,102.9270565,102.9203914,102.9197989,102.938824,102.9565509,102.9969877,102.9977125,102.9975592,102.9821307,102.9593647,102.9251969,102.8788846,102.8294411,102.7911499,102.7731615,102.7322442,102.7116581,102.6648144,102.6762939,102.6915959
Liberia,103.6717632,103.664728,103.6542965,103.6427267,103.6485158,103.6576643,103.6547608,103.6482561,103.6262261,103.6238315,103.6096428,103.6055428,103.6056714,103.589238,103.5789548,103.5709676,103.5589351,103.542671,103.5321143,103.5124186,103.4852596,103.5802723,103.5995477,103.6481921,103.6572505,103.6722633,103.6949047,103.6933966,103.6941173,103.6934981,103.7323414,103.7445287,103.7746313,103.8162772,103.8510343,103.8986086,103.9012583,103.8996219,103.8703598,103.8421252,103.8069175,103.7800562,103.7615057,103.7904968,103.8154154,103.8370055,103.8560245,103.8669728,103.8720587,103.9030688,103.9168864,103.9170429,103.9099941,103.9343738,103.9375445,103.9625026,103.9790085,103.9528663,103.9339864,103.9074203,103.8631614,103.877265,103.9055777,103.8823106,103.8577905,103.8288629
Libya,105.3829187,105.3692018,105.3491726,105.3334869,105.3237927,105.2925227,105.2653153,105.2452374,105.216735,105.1802242,105.1422283,105.1057569,105.0623801,105.0186125,104.968654,104.8821055,104.8266993,104.7547014,104.6805608,104.5937446,104.490769,104.3808729,104.2716755,104.3492279,104.6483376,104.4056007,104.1382522,103.8882489,103.8570636,104.0787533,104.5903696,104.8410327,104.9889523,105.1329456,105.2699193,105.5205916,105.7914888,106.0565458,106.1799289,106.2130524,106.1366281,106.364077,106.6810341,107.1484323,107.3879531,107.261252,107.1390829,107.0336786,106.9601857,106.9004857,106.8411536,106.9763658,107.1199716,107.1183254,107.1292536,107.1770322,107.2434133,106.6034157,106.1132749,105.7861208,105.7464054,105.7335748,105.7037117,105.6870529,105.6656832,105.648607
Lithuania,105.1715054,105.1568261,105.1340036,105.1101229,105.0798625,105.0701109,105.0393701,105.0227037,104.9872414,104.9485722,105.0394163,105.1409571,105.2065601,105.2587361,105.2068549,105.146746,104.9199117,104.6864599,104.7937855,104.9812918,104.9910699,104.8502446,104.7165758,104.5178446,104.3620537,104.4002995,104.5803436,104.7046303,104.8267559,104.9332295,105.1062316,105.2146155,105.2500228,105.4516656,105.4048087,105.4103168,105.7520484,105.5945962,105.5296289,105.5214628,105.4558836,105.4667144,105.4334113,105.5623835,105.5373304,105.6321432,105.709234,105.9599147,106.1455912,106.1059085,106.0588278,105.8572408,105.7820617,105.6249398,105.3122785,105.142497,105.0177369,105.094877,105.2048037,105.2219436,105.2748803,105.389042,105.2392327,105.1647832,105.2356234,105.3126128
Luxembourg,105.8887082,105.9374607,105.9157176,105.9182294,105.8917726,105.9091487,105.912228,106.0237552,106.0422075,106.0027613,105.9144724,105.8894674,105.9405268,106.0421163,106.1260211,106.0848379,106.0852668,106.1740282,106.2004042,106.2422721,106.2761156,106.3934234,106.4020017,106.3526824,106.2999022,106.1991965,106.1289453,106.057583,105.9606027,105.8941466,105.8462719,105.8912237,105.8511182,105.846431,105.8774866,105.8514685,105.82749,105.803239,105.8035424,105.8634616,105.9707298,105.9993726,106.0491761,106.1181654,106.1524468,106.2389149,106.3381068,106.375684,106.4147478,106.3835029,106.3828212,106.3447365,106.3427196,106.3601941,106.2662305,106.1515677,106.0128476,105.8991067,105.8729623,105.8618874,105.8045039,105.8424267,105.851182,105.9036807,105.9516199,106.0014598
Macao,107.4270576,107.425855,107.4236005,107.412011,107.4064346,107.3972944,107.3931389,107.3862218,107.3771435,107.3646333,107.352994,107.334663,107.3129734,107.3030639,107.2886763,107.2876806,107.2697785,107.269454,107.2455557,107.2164116,107.1919208,107.1719919,107.208067,107.2198392,107.2491419,107.205242,107.192391,107.1151522,107.080576,107.0857737,107.0292406,106.961646,106.9192651,106.7374473,106.6959022,106.6447729,106.6653834,106.681223,106.7728009,106.9712191,107.1818609,107.331437,107.5275565,107.7443063,107.8907956,107.9908244,108.113701,108.1560742,108.155741,108.1562739,108.1714919,108.1304281,108.174276,108.2546964,108.3091927,108.331621,108.3819029,108.4457179,108.5453399,108.6199848,108.7025553,108.8145337,108.91768,108.9139907,108.8067156,108.6853967
Madagascar,103.6491225,103.6431394,103.6344941,103.639673,103.6423145,103.6351413,103.647422,103.649634,103.6388574,103.6443863,103.6468003,103.6441516,103.6303974,103.6464454,103.6516887,103.6538673,103.6696056,103.6786788,103.6788836,103.6888713,103.6924002,103.6888045,103.6997861,103.7010051,103.7214673,103.7566139,103.7830055,103.8279743,103.8605163,103.909935,103.9660843,104.0399004,104.1117136,104.184037,104.2775272,104.3051278,104.345048,104.2670742,104.168986,104.0990985,104.0876206,104.0483559,103.9603486,103.8891668,103.8019693,103.700346,103.7062208,103.7037969,103.7095327,103.6602483,103.6050286,103.536767,103.4845893,103.4966227,103.494357,103.4723589,103.4554489,103.4351877,103.4802932,103.510427,103.5618946,103.5969357,103.5804139,103.5837973,103.56672,103.5569817
Malawi,101.5935626,101.5846866,101.5892346,101.5770057,101.5863957,101.5817845,101.5656574,101.5715472,101.5713979,101.5610326,101.5489546,101.544638,101.5334076,101.5214568,101.5018726,101.4996445,101.4885918,101.4752342,101.4562026,101.4253577,101.4018663,101.3830766,101.4152299,101.4038522,101.3967048,101.3729772,101.3543817,101.3434243,101.3522295,101.4102234,101.4537075,101.4915248,101.5910849,101.6640688,101.7536545,101.8563684,101.8545312,101.852035,101.8823428,101.813555,101.6911562,101.5638933,101.4479741,101.3454468,101.2821093,101.2122036,101.2073723,101.217624,101.1773469,101.108534,100.9798036,100.8787879,100.7850941,100.6738682,100.5720097,100.5286751,100.4604049,100.4653418,100.5389056,100.6644134,100.7858226,100.8381057,100.8917013,100.9630647,101.0891522,101.1696698
Malaysia,105.5237657,105.3966455,105.3235946,105.2702767,105.1936584,105.1746684,105.1378128,105.1311273,105.0049774,104.9668994,104.9406579,105.0081454,105.1013728,105.1696703,105.2126996,105.2852299,105.3178292,105.3591239,105.3994383,105.4290981,105.456461,105.4918382,105.5020024,105.5572826,105.6417079,105.7203527,105.7845943,105.8636175,105.9368288,106.0006664,106.0621046,106.1051848,106.1720196,106.1662013,106.136437,106.0908274,106.1897555,106.2658243,106.4054352,106.5508455,106.7205218,106.835608,106.8995819,106.960793,106.9775939,107.0133461,107.0452502,107.089709,107.1327169,107.1187619,106.853127,106.6475051,106.4290025,106.1140698,106.3300054,106.4934989,106.6293563,106.6621629,106.7206227,106.7429288,106.7833475,106.8353084,106.8740745,106.8661791,106.8160251,106.776268
Maldives,106.1872789,106.1910223,106.1973582,106.2100114,106.2043101,106.2147509,106.2181487,106.219717,106.2146821,106.2203717,106.2319384,106.2504158,106.263091,106.262162,106.2701803,106.2727742,106.2673056,106.2775734,106.2969198,106.3003472,106.3108105,106.3166554,106.3042788,106.3211426,106.3197998,106.3083531,106.2535821,106.2336994,106.1735079,106.1120436,106.0796884,106.0396029,106.0110442,105.9976952,105.9990539,105.9651688,106.0193329,106.1201953,106.194783,106.264088,106.4433577,106.560874,106.5822625,106.5479249,106.436203,106.3637155,106.3441971,106.3711713,106.3390436,106.2667782,106.2758014,106.2692549,106.3617145,106.4439969,106.4792743,106.5130932,106.569857,106.621674,106.677531,106.7210746,106.8505542,106.9587649,106.9426942,106.8587978,106.7392008,106.6851008
Mali,103.1805049,103.1906147,103.186878,103.196039,103.1919484,103.2079237,103.208308,103.2118451,103.2210187,103.2384968,103.2371833,103.2633742,103.2639814,103.2837581,103.3241061,103.3483662,103.3785318,103.4109683,103.4372464,103.4653441,103.5176795,103.5655848,103.6052227,103.6099387,103.6491936,103.7067397,103.751155,103.7608008,103.7943677,103.8494461,103.8784338,103.8529461,103.8000639,103.7713074,103.7834529,103.759608,103.7720212,103.7999278,103.8040015,103.8396756,103.8065248,103.853535,103.8550753,103.8615229,103.9248744,104.055057,104.1521625,104.1482132,104.196155,104.2155364,104.1843935,104.1127109,103.9850094,103.9466895,103.9081779,103.8555341,103.8133717,103.7501761,103.6915634,103.7092048,103.6445805,103.6006207,103.5471335,103.5081049,103.4661176,103.3864992
Malta,106.5534325,106.5610507,106.709273,106.7703613,106.7674434,106.8004101,106.7642873,106.6350922,106.4760338,106.4675447,106.5905036,106.6611409,106.766789,106.8388231,106.8560273,106.9048709,106.9287538,106.8965202,106.9494041,107.0487298,107.0730528,107.0461178,106.9970515,106.938714,106.8905416,106.8664618,106.8192264,106.7941549,106.7595066,106.7281659,106.701577,106.6699318,106.6535529,106.6332024,106.6222701,106.6205052,106.5995246,106.5769059,106.5714909,106.5561172,106.5335255,106.5007013,106.5041238,106.5536912,106.5496243,106.5644563,106.5435866,106.4805126,106.3821324,106.2634437,106.2042701,106.2779239,106.3437862,106.3557843,106.4521748,106.5486835,106.672058,106.7534407,106.7739215,106.7683072,106.7421021,106.7477623,106.8072107,106.8619541,106.8637245,106.7999237
Marshall Islands,106.5917878,106.6030325,106.5867549,106.5853395,106.5877381,106.5934104,106.5764464,106.5827891,106.5969594,106.5832533,106.5710032,106.5687973,106.5844113,106.5716799,106.5568733,106.5658431,106.575811,106.5804568,106.5747071,106.5641698,106.5970326,106.5956465,106.5885064,106.5858595,106.590329,106.5910089,106.5926807,106.5910248,106.5809311,106.5746522,106.5718045,106.5620868,106.5654689,106.5506237,106.5336585,106.5393666,106.5617934,106.554552,106.5543766,106.5616245,106.5717975,106.5650199,106.570399,106.5503739,106.5461644,106.5353227,106.5259558,106.5355698,106.5310075,106.5071361,106.4930907,106.4779061,106.4900818,106.5090062,106.518087,106.5176707,106.5246714,106.5425846,106.5482698,106.5557083,106.5584158,106.5561461,106.5658861,106.571346,106.5829763,106.5769223
Martinique,102.4341926,102.3843056,102.384438,102.3931422,102.4314264,102.3112978,102.2381363,102.0956006,101.9826061,101.925089,101.9316501,101.8116578,101.7367614,101.6740195,101.6372596,101.6854508,101.8246062,101.8999049,101.9531531,102.0611355,102.1374184,102.239088,102.3358277,102.4209663,102.5016611,102.585564,102.6629981,102.7318382,102.8081531,102.7811492,102.7524454,102.7347267,102.7197228,102.696064,102.6673215,102.6454449,102.6214092,102.5920463,102.5548574,102.5269725,102.5322937,102.4868482,102.540018,102.6106988,102.6603245,102.7095781,102.7562133,102.8062738,102.8579916,102.9108365,102.9319593,102.9662985,103.0463374,103.1431827,103.2066803,103.1984848,103.2094484,103.1462675,103.1083129,103.0766796,103.0541206,103.034964,103.0098197,103.0011366,102.9870779,102.9729479
Mauritania,103.2890295,103.302037,103.3029526,103.3232822,103.3382312,103.3549469,103.3815113,103.393554,103.4119711,103.4554046,103.4689517,103.492105,103.5285447,103.5588359,103.6079242,103.6476916,103.6949942,103.7466307,103.7715826,103.8168257,103.8612552,103.8867726,103.9255069,103.9388756,103.9010367,103.8827207,103.901526,103.9228585,103.9238439,103.8961959,103.8847348,103.8558586,103.7767028,103.7032621,103.6325057,103.5867672,103.5272929,103.4631051,103.4253108,103.4486959,103.4769618,103.5125723,103.5562663,103.5991095,103.6507119,103.6207254,103.5813823,103.5108631,103.4382884,103.4008219,103.3616124,103.3517396,103.3496528,103.3412612,103.3295714,103.3052393,103.2831487,103.2546823,103.2807386,103.3063903,103.2755172,103.2393375,103.2304586,103.2179913,103.2100302,103.1927377
Mauritius,103.4772601,103.4699499,103.4830257,103.501616,103.4942246,103.5024993,103.50583,103.509106,103.5102861,103.5162853,103.5275646,103.5329027,103.540713,103.5422117,103.5495165,103.5624595,103.5807214,103.590483,103.6195731,103.6282384,103.6414431,103.5803939,103.5566239,103.435466,103.365998,103.383053,103.3845926,103.4471391,103.4996332,103.5557318,103.4564229,103.3709973,103.4096829,103.4871491,103.5942594,103.5422171,103.5126509,103.4734034,103.5391027,103.5831084,103.5755647,103.5061305,103.3153878,103.0714752,103.0948391,103.0461311,103.1707523,103.3877424,103.6233901,103.7695682,103.8040332,103.7636308,103.7694082,103.7759205,103.7433508,103.7102927,103.7253095,103.5686543,103.3990769,103.3294824,103.3161655,103.3809988,103.5123186,103.5734593,103.654171,103.7950619
Mayotte,103.1053183,103.0968145,103.1033009,103.1065975,103.1195206,103.1149374,103.1220384,103.1105017,103.1035216,103.1112103,103.0974482,103.1036873,103.0896348,103.1017378,103.1099129,103.095125,103.1061597,103.1000538,103.1075338,103.1178621,103.1274554,103.1100005,103.1045585,103.1088477,103.1071746,103.107682,103.0950479,103.115314,103.1016011,103.112494,103.1296533,103.1189032,103.1080432,103.1025058,103.1069472,103.1148644,103.1201527,103.11598,103.1146072,103.1156029,103.1119289,103.1003292,103.1032928,103.1047576,103.0935075,103.1025024,103.109939,103.1212414,103.1118667,103.123363,103.1114335,103.1149317,103.1142777,103.1172834,103.1104296,103.1162272,103.0981269,103.1057557,103.1039247,103.0974115,103.1055127,103.1055438,103.1062212,103.1119804,103.1180013,103.1180992
Mexico,103.6649731,103.648239,103.6215151,103.624543,103.6094965,103.5965766,103.5811254,103.5749474,103.5442366,103.5351104,103.5457299,103.5322584,103.5564754,103.5774931,103.6069646,103.6434111,103.6557799,103.6632399,103.6725968,103.6754471,103.6701743,103.6723458,103.6337928,103.5943996,103.5904695,103.6059845,103.6126931,103.6458607,103.6308328,103.5987475,103.5658335,103.558472,103.5527242,103.5753921,103.5533032,103.5548605,103.576981,103.5983758,103.6098585,103.6165525,103.6283523,103.6437868,103.6551919,103.6657302,103.6749227,103.675254,103.6931231,103.7018046,103.7012446,103.7073315,103.7134651,103.7092836,103.7278133,103.7304302,103.7185777,103.7210939,103.7377954,103.7238222,103.7258614,103.7268492,103.7164449,103.7278721,103.7172632,103.7144559,103.7096975,103.7163492
Micronesia,106.7120057,106.7069472,106.7190517,106.6997397,106.716132,106.7244495,106.7001631,106.7012568,106.6932909,106.7079799,106.7000409,106.7018758,106.7046877,106.7013845,106.6955539,106.6857775,106.6901857,106.6916617,106.6943575,106.7020153,106.7078251,106.7010287,106.7009659,106.7022052,106.7080125,106.7146453,106.6994844,106.6872219,106.6966356,106.7079001,106.7065194,106.7184938,106.7041218,106.7071779,106.7036405,106.6994764,106.6923641,106.7009576,106.7172689,106.7105362,106.722194,106.7128699,106.7175816,106.7119629,106.7177579,106.7188328,106.7267684,106.7207638,106.72898,106.7450105,106.744386,106.7293127,106.7212737,106.7267167,106.7243814,106.7138957,106.7306421,106.7336091,106.7390206,106.7371518,106.7401993,106.7367923,106.7432623,106.7353944,106.7461297,106.726803
Moldova,106.105236,106.1019747,106.1045981,106.0889502,106.093082,106.1007867,106.097776,106.0945109,106.0994634,106.1019438,106.1029877,106.1049222,106.0810987,106.081378,106.0943772,106.0897164,106.0866825,106.0872594,106.0899848,106.0794046,106.0751774,106.0843714,106.069271,106.0628327,106.0620277,106.0735845,106.0619638,106.0545262,106.0471393,106.0457664,106.0450569,106.0554237,106.0386569,105.9902623,105.9467372,105.9119204,105.8267749,105.7643567,105.6544722,105.5725165,105.500478,105.5329107,105.5917217,105.7208752,105.8486246,105.9803049,106.0730206,106.1990638,106.4151935,106.5062164,106.7705882,106.7702457,106.8625375,106.8835897,106.7716969,106.5761488,106.4874736,106.5044139,106.4427146,106.3953576,106.2789163,106.2708858,106.287911,106.2134558,106.2620841,106.2464627
Monaco,104.8958928,104.905848,104.9245203,104.9406906,104.9390912,104.9335895,104.923806,104.9225883,104.9284084,104.9348182,104.9451354,104.944762,104.932103,104.9304079,104.8870551,104.8753748,104.8573314,104.8255209,104.8169257,104.8039937,104.7908807,104.7936636,104.7868895,104.7942662,104.7861117,104.7868153,104.7824219,104.7546392,104.7533347,104.7444111,104.7263315,104.7223798,104.7222273,104.7089433,104.6905181,104.6730083,104.6541485,104.6320681,104.6100452,104.5821752,104.5488475,104.5368308,104.4873532,104.4583107,104.4157467,104.3763259,104.3358619,104.3055143,104.2669529,104.2481788,104.2154364,104.1973654,104.1975763,104.1876005,104.172343,104.1315566,104.084059,104.1032724,104.1132254,104.1527261,104.2114219,104.2200269,104.2439768,104.2460142,104.2454418,104.2785583
Mongolia,104.5390521,104.5145228,104.5050584,104.4862383,104.4820066,104.4707545,104.4527213,104.4407714,104.4159492,104.4046667,104.3932896,104.3815335,104.3508352,104.328293,104.3057177,104.2658988,104.222165,104.1754816,104.1291332,104.0767461,104.0118164,104.0274091,103.9580796,104.0329738,104.0055588,103.8658107,103.8130611,103.9071847,104.0265456,103.9840425,103.8521664,103.7487503,103.9856553,104.0809899,104.1195446,104.1005081,103.9826532,104.0445794,104.114976,104.0741127,103.9753855,103.8727377,103.8981829,103.9801128,103.974888,103.772588,103.5273272,103.5888915,103.6065735,103.6948321,103.727299,103.6926397,103.8183756,103.7132592,103.8197327,103.7873974,103.8540122,103.8526918,103.9567152,104.0032196,104.2784038,104.5645407,104.8292625,105.0963036,105.2310628,105.2351903
Montenegro,105.3541721,105.3451651,105.3297647,105.3207384,105.3152182,105.3011909,105.2784763,105.2580278,105.2375978,105.2155457,105.1853918,105.2162729,105.2268069,105.2484222,105.2619452,105.2650663,105.279681,105.2762234,105.2911636,105.2812923,105.2774855,105.2848013,105.2919909,105.2916141,105.3221053,105.3206953,105.3588227,105.3982889,105.4528344,105.5267275,105.6386779,105.8589056,106.1208168,106.4333337,106.7511477,107.129999,107.5318659,107.9130466,108.2845003,108.6451885,108.9856059,109.2254579,109.4196443,109.5564937,109.6666575,109.7629549,109.8320542,109.8795089,109.8677891,109.8601226,109.8493243,109.8623926,109.8384692,109.769068,109.7203732,109.7709322,109.7568934,109.6645083,109.5188559,109.3454861,109.0332572,108.8005644,108.5629812,108.326633,108.0825013,107.7852766
Morocco,104.6739395,104.6663462,104.6858756,104.6682273,104.6603609,104.6464719,104.6454441,104.6535107,104.6385795,104.6131105,104.6113266,104.6029499,104.608495,104.6037239,104.6163068,104.6441193,104.6586788,104.6944876,104.7164345,104.7589737,104.814442,104.8465212,104.8822489,104.8993513,104.9076907,104.8767335,104.8735054,104.8395317,104.794735,104.7921452,104.7329225,104.6751168,104.5842711,104.4852652,104.4376122,104.3842012,104.2543211,104.115339,104.1809082,104.2392665,104.2518192,104.2728573,104.240406,104.1884985,104.2541978,104.3054623,104.4704033,104.5255833,104.5722172,104.5393094,104.4826963,104.3407535,104.1896084,103.9690738,104.2112847,104.3856252,104.5694419,104.7555171,104.9555056,105.1581364,105.3729621,105.5881279,105.8138082,106.0423549,106.2788863,106.5029501
Mozambique,102.0624462,102.0670804,102.0604747,102.0616394,102.052734,102.0498815,102.0397467,102.0329647,102.0385172,102.037725,102.0536216,102.0476758,102.0420471,102.0529332,102.0633021,102.0591578,102.0608433,102.0701216,102.0697946,102.0715378,102.0747854,102.0796177,102.085529,102.0864044,102.0909031,102.0940563,102.1035652,102.0952761,102.1216688,102.1129024,102.1094848,102.1202092,102.1227911,102.1289409,102.1267068,102.1285915,102.1235907,102.1304811,102.144053,102.1105338,102.0710514,102.053732,101.9726633,101.8452916,101.6829001,101.5044135,101.4100896,101.3425532,101.2782494,101.2376065,101.20738,101.2044069,101.2612298,101.30966,101.350518,101.3933356,101.411639,101.4749165,101.5204906,101.5617226,101.6301608,101.6914942,101.7077495,101.7331679,101.7435263,101.7796114
Myanmar,106.5331044,106.5344918,106.5289885,106.522156,106.5277493,106.5274993,106.5245521,106.5189846,106.5236093,106.5197168,106.5167254,106.5251598,106.524946,106.5351723,106.531556,106.5194718,106.5260236,106.5188499,106.5265777,106.5288157,106.5348098,106.5309742,106.5236441,106.522783,106.5256179,106.5411697,106.5252322,106.5278282,106.5348424,106.5297634,106.5241409,106.5195906,106.521054,106.5397053,106.5401738,106.5361145,106.5235141,106.5237404,106.5123052,106.5197115,106.5031817,106.5049905,106.5063191,106.4923662,106.500138,106.501971,106.5346527,106.5873282,106.6079174,106.648663,106.6430382,106.6298567,106.6333459,106.6283732,106.628594,106.6393055,106.6307944,106.6300369,106.6160173,106.6049645,106.6027628,106.5911408,106.5922057,106.6111982,106.6303643,106.6495459
Namibia,101.2621498,101.2505271,101.2606604,101.2561519,101.2619139,101.2506841,101.2416695,101.2531517,101.2411475,101.2413834,101.2337317,101.2254488,101.2208123,101.2098327,101.1998338,101.2030009,101.1748698,101.1626836,101.1298201,101.1290444,101.1132629,101.09343,101.0826305,101.0576863,101.0369616,101.0223595,100.9895983,100.953347,100.9218527,100.8771882,100.8279687,100.7769202,100.7682765,100.7106336,100.6549536,100.5710579,100.5237698,100.4299471,100.3825924,100.3566735,100.3482173,100.3238946,100.362408,100.3827587,100.4056318,100.4095815,100.4985757,100.5849908,100.6540651,100.7302804,100.7666191,100.811442,100.8423737,100.8656187,100.9021309,100.9183548,100.9345294,100.9183483,100.904494,100.8856102,100.8865846,100.8948974,100.898549,100.9293076,100.9604343,100.998176
Nauru,106.9096426,106.9172655,106.9246731,106.9202037,106.9234865,106.9390152,106.9401322,106.9343733,106.9501393,106.9629185,106.9768618,106.9831014,106.9913584,106.9971524,107.0240482,107.0223572,107.0453176,107.0195158,107.000928,106.9783719,106.9738259,106.96463,106.9368897,106.9121745,106.9172571,106.9077306,106.8904639,106.8903529,106.8848034,106.8721844,106.8686233,106.8698811,106.8691493,106.8596967,106.8431422,106.8595919,106.8711624,106.8550835,106.8747575,106.8674494,106.855167,106.848636,106.8418117,106.8377896,106.8481252,106.8343559,106.8415835,106.8250632,106.8115489,106.8083244,106.8183573,106.8220436,106.8331573,106.8359229,106.8509562,106.8573066,106.8626586,106.8629331,106.8580133,106.8718202,106.8838707,106.8756354,106.8673305,106.865027,106.8732178,106.882632
Nepal,104.9125408,104.9002543,104.8872556,104.9038905,104.8852397,104.8927633,104.8916091,104.8727465,104.8598042,104.8345796,104.8174158,104.8030954,104.7881305,104.8106458,104.8268531,104.8216358,104.809281,104.7682329,104.7407048,104.7039192,104.7247971,104.7470372,104.7756194,104.8069486,104.8233107,104.834949,104.8199624,104.8013498,104.8051307,104.7846777,104.7403786,104.7247452,104.6893365,104.6249867,104.5542582,104.4707879,104.4420622,104.4158197,104.441641,104.4478107,104.471494,104.494049,104.490851,104.4842646,104.536422,104.5665751,104.6555738,104.7184543,104.7339024,104.6848868,104.7493642,104.8133382,104.946239,105.0219885,105.1315815,105.1743552,105.2196749,105.3082932,105.3722692,105.4713046,105.5810683,105.8187878,106.0830731,106.3456014,106.5823049,106.8796322
Netherlands,106.5554033,106.496411,106.4401431,106.3357688,106.2037694,105.8438742,105.911334,105.781461,105.6138818,105.3955437,105.3886807,105.2547883,105.2880621,105.5871452,105.6873602,105.6191603,105.4137219,105.3417468,105.1263574,105.2477528,105.1245711,105.1656089,104.934646,104.9593588,105.172882,105.2403065,105.471137,105.3677046,105.1977442,105.0874416,105.0121204,104.8136288,104.9152007,104.831529,104.865502,104.6032536,104.408374,104.781302,104.6882583,104.5681595,104.8865705,104.8611809,104.9830767,104.9476811,105.0740532,105.1362071,105.3150507,104.9552553,105.0335775,105.136498,104.9842263,105.1124926,105.2762991,105.2862714,105.0773581,105.1291735,105.1189457,104.9013796,105.0881709,104.9114649,104.8066427,105.049849,105.1178889,105.1671981,105.0160701,105.1884043
New Caledonia,106.1112313,106.0989923,106.0983347,106.0904487,106.0838788,106.0607578,106.0418499,106.017543,105.9956327,105.9763628,105.951151,105.9336439,105.9047377,105.8187795,105.7715219,105.7323745,105.7088382,105.6533674,105.6482489,105.7176583,105.7806652,105.7727161,105.7816732,105.8003601,105.762533,105.8318838,105.8552428,105.9429699,105.985981,106.026816,106.0785882,106.1215864,106.1587982,106.1995292,106.2361768,106.2875129,106.3344922,106.3685924,106.4321514,106.4736127,106.529842,106.5177364,106.4787948,106.4343052,106.3245224,106.2264483,106.1261249,106.0081623,105.9141398,105.8748903,105.8725046,105.8591039,105.9667305,106.0640426,106.1283736,106.1900298,106.2479915,106.2962176,106.3539246,106.4119656,106.3680927,106.296337,106.2685109,106.1758104,106.0786936,105.9990608
New Zealand,105.7974828,105.9541915,105.8819854,105.8761406,105.8935084,105.8086711,105.6830899,105.4554012,105.4525226,105.4051544,105.3646846,105.3540169,105.434545,105.6111297,105.6934346,105.6647201,105.3534947,105.044668,105.0939436,105.0748879,105.0937713,105.0376934,105.0042978,105.0988984,105.2238285,105.2144237,105.4495411,105.2946828,105.1387717,105.1214704,105.2855835,105.4112043,105.4449977,105.3749489,105.3297569,105.2865367,105.2482445,105.4927297,105.3920437,105.3225854,105.4569121,105.8275114,106.1744967,106.1399123,106.0422674,106.082465,105.8400574,105.5955388,105.5816294,105.3309951,105.2087013,104.8882275,104.9158477,105.0480077,105.0767895,105.1234094,105.2361106,105.5135691,105.5862317,105.5857877,105.5786392,105.5767769,105.5745948,105.571896,105.5663855,105.5709647
